schema_version,annotator_id,case_id,checkpoint,evidence_json,claims_json,tasks_json,belief_states_json,relations_json,support_sets_json,affected_beliefs_json,preserved_beliefs_json,historical_valid_beliefs_json,ambiguous_relationships_json,notes
1.0,A,H2BC73BDA,t2,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Calibration certificate K certifies a sensor batch’s zero point.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The two laboratories applied calibration certificate K to their measurements. The acceptance procedure requires a valid calibration certificate and a passing measurement.""}, {""record_id"": ""S1@1"", ""source_id"": ""S1"", ""observed_at"": ""t1"", ""text"": ""K is found to contain an incorrect zero-point offset.""}, {""record_id"": ""S1@2"", ""source_id"": ""S1"", ""observed_at"": ""t2"", ""text"": ""A corrected K is issued, but measurements have not been recomputed.""}]","[{""claim_id"": ""B1"", ""text"": ""Batch packaging color is blue.""}, {""claim_id"": ""B2"", ""text"": ""The two measurements are independent with respect to calibration error.""}, {""claim_id"": ""B3"", ""text"": ""The measured batch passes production acceptance.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
1.0,A,H5F724AF8,t2,"[{""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The signed meeting record schedules session X at 09:00 UTC on date d.""}, {""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""The user’s display-zone preference is UTC.""}, {""record_id"": ""S1@1"", ""source_id"": ""S1"", ""observed_at"": ""t1"", ""text"": ""User display zone changes to UTC+2.""}, {""record_id"": ""S2@2"", ""source_id"": ""S2"", ""observed_at"": ""t2"", ""text"": ""Organizer moves session X to 10:00 UTC on d.""}]","[{""claim_id"": ""B1"", ""text"": ""Display session X as 09:00 in the user’s preferred zone.""}, {""claim_id"": ""B2"", ""text"": ""Meeting room is virtual V5.""}, {""claim_id"": ""B3"", ""text"": ""Session X occurs at 09:00 UTC.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
1.0,A,H09D1A458,t2,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Staging configuration enables CSV export.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The production configuration has CSV export enabled.""}, {""record_id"": ""S1@1"", ""source_id"": ""S1"", ""observed_at"": ""t1"", ""text"": ""Staging export is disabled for a migration.""}, {""record_id"": ""S2@2"", ""source_id"": ""S2"", ""observed_at"": ""t2"", ""text"": ""Production export is separately disabled for maintenance.""}]","[{""claim_id"": ""B1"", ""text"": ""CSV export is allowed in production.""}, {""claim_id"": ""B2"", ""text"": ""CSV export is allowed in staging.""}, {""claim_id"": ""B3"", ""text"": ""CSV delimiter is comma.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
1.0,A,H42284EF3,t2,"[{""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""I'm currently on the intercity train and will be in transit for another three hours.""}, {""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""User instructions: arrange live calls when I am stationary and have said I am available. The scheduled background export may run while I am travelling.""}, {""record_id"": ""S2@1"", ""source_id"": ""S2"", ""observed_at"": ""t1"", ""text"": ""The instructor just dimmed the lights, so I’m laying out my mat and getting ready for the first yoga flow of the evening.""}, {""record_id"": ""S2@2"", ""source_id"": ""S2"", ""observed_at"": ""t2"", ""text"": ""Class has ended; I am stationary and available for a call now.""}]","[{""claim_id"": ""B1"", ""text"": ""The scheduled background export may proceed.""}, {""claim_id"": ""B2"", ""text"": ""The export format is CSV.""}, {""claim_id"": ""B3"", ""text"": ""A live call should be deferred because the user is still in transit.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
1.0,A,H68D20F9C,t2,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Canonical test report certifies the release.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""Dashboards D1 and D2 reproduce the canonical test report. Their publishers report no additional test runs.""}, {""record_id"": ""S1@1"", ""source_id"": ""S1"", ""observed_at"": ""t1"", ""text"": ""Canonical test report is withdrawn as fabricated.""}, {""record_id"": ""S2@2"", ""source_id"": ""S2"", ""observed_at"": ""t2"", ""text"": ""D1 corrects its page; D2 still displays the old report.""}]","[{""claim_id"": ""B1"", ""text"": ""D1 and D2 count as two independent confirmations.""}, {""claim_id"": ""B2"", ""text"": ""Release owner is Team Birch.""}, {""claim_id"": ""B3"", ""text"": ""The release has valid certification.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
1.0,A,H59BA169F,t2,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Contract v1 accepts output in JSON format.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The archive records delivery D0 as accepted under contract v1 before the amendments.""}, {""record_id"": ""S1@1"", ""source_id"": ""S1"", ""observed_at"": ""t1"", ""text"": ""Contract v2 requires JSON plus a signed checksum for new deliveries.""}, {""record_id"": ""S1@2"", ""source_id"": ""S1"", ""observed_at"": ""t2"", ""text"": ""Contract v3 removes the checksum requirement for new deliveries.""}]","[{""claim_id"": ""B1"", ""text"": ""Project code is Redwood.""}, {""claim_id"": ""B2"", ""text"": ""D0 was validly accepted under v1.""}, {""claim_id"": ""B3"", ""text"": ""A new JSON-only delivery satisfies the current contract.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
1.0,A,HA19C502F,t2,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Internal fictional policy permits automated purchases up to 100 units.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""A signed exception authorizes request Q for 150 units regardless of the routine purchase limit.""}, {""record_id"": ""S1@1"", ""source_id"": ""S1"", ""observed_at"": ""t1"", ""text"": ""Routine automated limit drops to 50 units; exception Q remains in force.""}, {""record_id"": ""S2@2"", ""source_id"": ""S2"", ""observed_at"": ""t2"", ""text"": ""Exception Q is revoked.""}]","[{""claim_id"": ""B1"", ""text"": ""The accounting period label is P3.""}, {""claim_id"": ""B2"", ""text"": ""Request Q for 150 units is authorized.""}, {""claim_id"": ""B3"", ""text"": ""An unrelated routine request for 80 units is authorized.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
1.0,A,H6E0366AF,t2,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""A small exploratory experiment suggests material X improves durability; it is not a qualification test.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""A second article cites the exploratory experiment. Its methods section reports no new data collection.""}, {""record_id"": ""S1@1"", ""source_id"": ""S1"", ""observed_at"": ""t1"", ""text"": ""The exploratory experiment is retracted for a measurement error.""}, {""record_id"": ""S2@2"", ""source_id"": ""S2"", ""observed_at"": ""t2"", ""text"": ""The second article corrects its citation and states it has no independent data.""}]","[{""claim_id"": ""B1"", ""text"": ""The manufacturing line uses fixture F2.""}, {""claim_id"": ""B2"", ""text"": ""The two articles provide independent experimental confirmations.""}, {""claim_id"": ""B3"", ""text"": ""Material X is conclusively qualified for production.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
1.0,A,HAC76D0FA,t2,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""I’ll have to head out a bit earlier than usual on Sunday because I’m helping coordinate the choir practice at the parish before the morning service begins.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The person opted in to choir scheduling messages. The communication record contains no subsequent cancellation at this time.""}, {""record_id"": ""S1@1"", ""source_id"": ""S1"", ""observed_at"": ""t1"", ""text"": ""I really love this new app I downloaded; it gives a gentle chime for all five daily prayers and makes finding the Qibla effortless whenever I unroll my mat in a new hotel room.""}, {""record_id"": ""S1@2"", ""source_id"": ""S1"", ""observed_at"": ""t2"", ""text"": ""I still want to receive the choir scheduling messages.""}]","[{""claim_id"": ""B1"", ""text"": ""The choir rehearsal room is Room 4.""}, {""claim_id"": ""B2"", ""text"": ""The person no longer wants choir scheduling messages.""}, {""claim_id"": ""B3"", ""text"": ""Continue the opted-in choir scheduling messages.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
1.0,A,H414B9F98,t2,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Canonical configuration sets worker count to 4.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The cached summary reports worker count 4 and identifies the canonical configuration as its source.""}, {""record_id"": ""S1@1"", ""source_id"": ""S1"", ""observed_at"": ""t1"", ""text"": ""Canonical configuration changes worker count to 8; summary cache is not refreshed.""}, {""record_id"": ""S2@2"", ""source_id"": ""S2"", ""observed_at"": ""t2"", ""text"": ""A new summary cites the existing cache and reports worker count 4.""}]","[{""claim_id"": ""B1"", ""text"": ""Current worker count is 4.""}, {""claim_id"": ""B2"", ""text"": ""The summary independently confirms worker count.""}, {""claim_id"": ""B3"", ""text"": ""Log retention is 7 days.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
1.0,A,H7239E486,t2,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""I usually see my friends twice a week, so I keep those nights open for them.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""A Sunday daytime lunch with friends is scheduled each week.""}, {""record_id"": ""S1@1"", ""source_id"": ""S1"", ""observed_at"": ""t1"", ""text"": ""I’ve started a night-shift rotation, so most weeks I’m only free for one evening out.""}, {""record_id"": ""S1@2"", ""source_id"": ""S1"", ""observed_at"": ""t2"", ""text"": ""I now meet friends one evening and at Sunday lunch every week.""}]","[{""claim_id"": ""B1"", ""text"": ""Keep Sunday daytime lunch on the calendar.""}, {""claim_id"": ""B2"", ""text"": ""The lunch venue has step-free access.""}, {""claim_id"": ""B3"", ""text"": ""The person’s current routine includes fewer than two social meetings per week.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": ""For t1, assess each claim (a) as known then and (b) retrospectively using the evidence now visible."", ""revision"": ""Choose current actions and record affected and preserved beliefs. Explain uncertainties without guessing."", ""permitted_time_views"": [""current"", ""historical_then"", ""historical_now""]}",,,,,,,,
