paper_id,title,authors,year,venue_or_status,publication_date,paper_url,code_url,research_problem,memory_write,memory_representation,memory_retrieval,memory_update,temporal_reasoning,contradiction_handling,forgetting,consolidation,provenance,uncertainty,learned_policy,graph_structure,agentic_rag_relation,datasets_or_benchmarks,baselines,metrics,main_method,main_contribution,main_results,limitations_stated_by_authors,limitations_you_identify,compute_requirement,open_source,relevance_to_evomem,possible_remaining_gap,evidence_level,evidence_sections,reviewed_version,canonical_publication_url
2507.05257,Evaluating Memory in LLM Agents via Incremental Multi-Turn Interactions,"Hu, Yuanzhe; Wang, Yu; McAuley, Julian",2025,arXiv preprint; no publication venue independently verified,2025-07-07,https://arxiv.org/abs/2507.05257v4,https://github.com/HUST-AI-HYZ/MemoryAgentBench,Evaluate incremental memory ingestion and four capabilities,Incremental ingestion,Chunked interaction streams,Accurate-retrieval tasks,Counterfactual fact replacements,NR — not established in this review; not evidence of absence,Selective-forgetting capability,Explicit selective-forgetting evaluation,Long-range integration/learning probes,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"MemoryAgentBench v4: multiple source datasets; chunk sizes 512 and 4,096 tokens are used under differing method budgets.","Long-context models, lexical/dense/graph RAG and commercial or managed memory systems.",Task-specific exact/F1/accuracy measures and cost/performance analyses.,"Feed long source material incrementally in chunks, then test accurate retrieval, test-time learning, long-range understanding and selective forgetting. Fact-consolidation streams introduce replacements and multi-hop relations.",Evaluate incremental memory ingestion and four capabilities,The benchmark already includes dynamic replacement and selective forgetting. Older papers call the relevant split Conflict Resolution; the inspected v4 taxonomy names Selective Forgetting. Preserve version and split names.,Task conversion and budget choices constrain conclusions about unconstrained real agents.,Unequal chunk sizes change write-call counts and information granularity. Scores from three selected capability families cannot be reported as full benchmark coverage.,Large histories and per-chunk writes can be costly; fix ingestion tokens and calls in comparisons.,Paper-linked public code/project URL; license and reproducibility not audited,Evaluate incremental memory ingestion and four capabilities,Chunk sizes and benchmark revisions affect fair comparison,deep primary read,"S3 capability definitions; S4 comparisons; Appendix B datasets; Appendix I cost-performance, J strict compute-matched experiments and K overwrite-policy ablations.",v4 (2026-06-28),
2508.19828,Memory-R1: Enhancing Large Language Model Agents to Manage and Utilize Memories via Reinforcement Learning,"Yan, Sikuan; Yang, Xiufeng; Huang, Zuchao; Nie, Ercong; Ding, Zifeng; Li, Zonggen; Ma, Xiaowen; Bi, Jinhe; Kersting, Kristian; Pan, Jeff Z.; Schütze, Hinrich; Tresp, Volker; Ma, Yunpu",2025,arXiv preprint; no publication venue independently verified,2025-08-27,https://arxiv.org/abs/2508.19828v5,,Learn memory management and use from downstream feedback,RL ADD/NOOP,Managed textual memories,"Retrieve candidates, then learned answer-time distillation",RL UPDATE,NR — not established in this review; not evidence of absence,"DELETE, without typed validity contract",RL DELETE,Answer-time distillation; persistent generalized consolidation not established,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"LoCoMo: 152 training, 81 validation and 1,307 test questions in reported split; zero-shot MSC and LongMemEval.",Prompted manager/answerer and memory-system comparisons across 3B/7B/8B/14B configurations.,QA exact/F1-style and judged metrics as specified per dataset.,Train a memory manager over ADD/UPDATE/DELETE/NOOP and an answer agent that distills candidate memories for answering. PPO/GRPO optimize downstream answer feedback rather than hand-specified importance alone.,Learn memory management and use from downstream feedback,Small downstream training sets can train memory operations and use. This decisively invalidates a broad first-RL-memory-manager claim.,Separate training and dialogue-centered scope limit broader agentic claims.,Question-level split sizes do not themselves demonstrate persona/history-disjoint generalization. Candidate retrieval coverage is a separate bottleneck. Reward does not certify contradiction or temporal correctness.,Appendix D reports four H100 80GB GPUs; 14B configuration uses eight. API-only replication of behavior is cheaper but is not reproducing training.,No own code/project URL verified in this review,Learn memory management and use from downstream feedback,Learned CRUD already exists; semantic guarantees remain unestablished,deep primary read,S3 training; S4 datasets and S4.4 ablations; Appendix D compute details.,v5 (2026-01-14),
2509.25911,Mem-{\alpha}: Learning Memory Construction via Reinforcement Learning,"Wang, Yu; Takanobu, Ryuichi; Liang, Zhiqi; Mao, Yuzhen; Hu, Yuanzhe; McAuley, Julian; Wu, Xiaojian",2025,arXiv preprint; no publication venue independently verified,2025-09-30,https://arxiv.org/abs/2509.25911v1,,Train a policy to construct compact task-useful memory,Learned insert,"Core, semantic and episodic memory",Fixed retrieval,Learned update,NR — not established in this review; not evidence of absence,Deletion possible; no explicit full validity algebra,Learned delete,Compression-oriented memory editing,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"Eight sources, 4,139 training instances and reported validation/evaluation sets; MemoryAgentBench evaluation covers three capability families.",Prompted memory construction and memory-system baselines using the same study settings.,"QA score, memory size/compression, format validity and semantic reward.","A policy observes incoming information and its current core, semantic and episodic memory, then edits that state. Rewards combine task QA, formatting, compression and an LLM semantic assessment; retrieval is fixed rather than jointly learned.",Train a policy to construct compact task-useful memory,"Memory construction itself is trainable, including compression. It is incorrect to describe the reported MemoryAgentBench results as covering every conflict/selective-forgetting task.",Simulated task settings do not capture full production complexity.,A 4B policy is not automatically a small-compute project: rollout and optimization dominate. Fixed retrieval isolates one component but does not solve jointly calibrated lifecycle control.,"Reported training: 32 H100 GPUs for about three days, 205 steps. Too expensive as the initial reproduction target for this project.",No own code/project URL verified in this review,Train a policy to construct compact task-useful memory,Small model parameter count understates reported training cost,deep primary read,S3 memory/rewards; S4 experimental setup; S5 limitations; Appendix C model behavior.,v1 (2025-09-30),
2509.18868,"Memory in Large Language Models: Mechanisms, Evaluation and Evolution","Zhang, Dianxing; Li, Wendong; Song, Kani; Lu, Jiaye; Li, Gang; Yang, Liuchun; Li, Sheng",2025,arXiv preprint; no publication venue independently verified,2025-09-23,https://arxiv.org/abs/2509.18868v1,,"Map persistent state, evaluation and temporal governance",NR — not established in this review; not evidence of absence,Parametric and nonparametric taxonomy,Three information-availability settings,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Three information-availability settings,"Map persistent state, evaluation and temporal governance","Screening conclusion: Map persistent state, evaluation and temporal governance. Quantitative results not independently extracted.",NR — not established in this review; not evidence of absence,"Secondary framework, not empirical proof that gaps are open",NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,"Map persistent state, evaluation and temporal governance","Secondary framework, not empirical proof that gaps are open",bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2025-09-23),
2510.01353,MEMTRACK: Evaluating Long-Term Memory and State Tracking in Multi-Platform Dynamic Agent Environments,"Deshpande, Darshan; Gangal, Varun; Mehta, Hersh; Kannappan, Anand; Qian, Rebecca; Wang, Peng",2025,Author-reported status: Accepted to NeurIPS 2025 SEA Workshop,2025-10-01,https://arxiv.org/abs/2510.01353v1,,Evaluate dynamic state tracking across platforms,NR — not established in this review; not evidence of absence,Multi-platform interaction history,Long-term state-dependent tasks,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,MEMTRACK: 47 dynamic multi-platform instances; sequential questions without future-query visibility,NR — not established in this review; not evidence of absence,Task answer correctness and agent behavior; numerical horizons not uniformly extracted,Long-term state-dependent tasks,Evaluate dynamic state tracking across platforms,Screening conclusion: Evaluate dynamic state tracking across platforms. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Recall benchmarks alone do not cover these tasks,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Evaluate dynamic state tracking across platforms,Recall benchmarks alone do not cover these tasks,targeted primary inspection,"S3:47 instances, sequential unseen queries and tool-accessed Slack/Linear/Git timelines; grounded issue selection and authored events.",v1 (2025-10-01),
2510.18866,LightMem: Lightweight and Efficient Memory-Augmented Generation,"Fang, Jizhan; Deng, Xinle; Xu, Haoming; Jiang, Ziyan; Tang, Yuqi; Xu, Ziwen; Deng, Shumin; Yao, Yunzhi; Wang, Mengru; Qiao, Shuofei; Chen, Huajun; Zhang, Ningyu",2025,Author-reported status: ICLR 2026,2025-10-21,https://arxiv.org/abs/2510.18866v4,https://github.com/zjunlp/LightMem,Reduce memory ingestion and retrieval overhead,NR — not established in this review; not evidence of absence,"Sensory, short-term and long-term tiers","Filtering, grouping and offline consolidation",NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,"Filtering, grouping and offline consolidation",Reduce memory ingestion and retrieval overhead,Screening conclusion: Reduce memory ingestion and retrieval overhead. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Independent reproduction challenges unqualified superiority claims,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Reduce memory ingestion and retrieval overhead,Independent reproduction challenges unqualified superiority claims,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v4 (2026-02-28),
2511.03506,HaluMem: Evaluating Hallucinations in Memory Systems of Agents,"Chen, Ding; Niu, Simin; Li, Kehang; Liu, Peng; Zheng, Xiangping; Tang, Bo; Li, Xinchi; Xiong, Feiyu; Li, Zhiyu",2025,arXiv preprint; no publication venue independently verified,2025-11-05,https://arxiv.org/abs/2511.03506v3,https://github.com/MemTensor/HaluMem,"Measure memory hallucination during extraction, update and answering",Extraction integrity/accuracy probes,Operation-annotated memory histories,Retrieval explicitly outside generative-hallucination attribution scope,Update probes,NR — not established in this review; not evidence of absence,Incorrect updates can be observed,Deletion not a complete independent evaluation axis,Implicit through memory extraction/update evaluation,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,HaluMem medium/long conversation-derived settings with annotated memories and QA.,"Mem0/graph, Memobase, MemOS, Supermemory and Zep under available APIs.","Integrity, accuracy, omission, hallucination and QA measures.","Annotate memory extraction, update and downstream QA, separating omissions, unsupported additions and corruption. Evaluate operation quality directly rather than attributing every answer error to retrieval.","Measure memory hallucination during extraction, update and answering",Memory quality can fail before answer generation. It already provides direct evidence against the claim that only final recall accuracy is measured.,API extraction availability and asynchronous update timing constrain fully uniform evaluation.,"Excluding retrieval as a source of generative hallucination is a scope choice, not evidence retrieval never causes wrong answers. Operation labels and judges can themselves err.",API-heavy benchmark; top-10 update and top-20 QA retrieval settings appear in implementation details. Measure asynchronous completion rather than fixed sleep assumptions.,Paper-linked public code/project URL; license and reproducibility not audited,"Measure memory hallucination during extraction, update and answering",Generative error scope deliberately excludes retrieval as a hallucination stage,deep primary read,S3 operation definitions; S5 metrics; S6 system protocols; Appendix A dataset construction.,v3 (2026-01-05),
2511.20857,Evo-Memory: Benchmarking LLM Agent Test-time Learning with Self-Evolving Memory,"Wei, Tianxin; Sachdeva, Noveen; Coleman, Benjamin; He, Zhankui; Bei, Yuanchen; Ning, Xuying; Ai, Mengting; Li, Yunzhe; He, Jingrui; Chi, Ed H.; Wang, Chi; Chen, Shuo; Pereira, Fernando; Kang, Wang-Cheng; Cheng, Derek Zhiyuan",2025,arXiv preprint; no publication venue independently verified,2025-11-25,https://arxiv.org/abs/2511.20857v2,,Evaluate test-time learning with evolving experience,NR — not established in this review; not evidence of absence,Sequential task experience,Self-evolving memory baselines,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,Evo-Memory: Sequential test-time learning tasks with self-evolving memory,NR — not established in this review; not evidence of absence,Task performance and evolution analysis; detailed budgets require matching,Self-evolving memory baselines,Evaluate test-time learning with evolving experience,Screening conclusion: Evaluate test-time learning with evolving experience. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Name and general self-evolution concept already occupied,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Evaluate test-time learning with evolving experience,Name and general self-evolution concept already occupied,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v2 (2026-05-18),
2512.12818,"Hindsight is 20/20: Building Agent Memory that Retains, Recalls, and Reflects","Latimer, Chris; Boschi, Nicoló; Neeser, Andrew; Bartholomew, Chris; Srivastava, Gaurav; Wang, Xuan; Ramakrishnan, Naren",2025,arXiv preprint; no publication venue independently verified,2025-12-14,https://arxiv.org/abs/2512.12818v1,https://github.com/vectorize-io/hindsight,Combine factual and experiential recall with belief-aware reflection,Retain extracted facts and experiences,"World, experience, opinion and observation networks",TEMPR multi-strategy retrieval,Opinion/observation changes through reflection,✅ — see capability matrix definition and cited sections,Not a complete logical revocation contract,Selective forgetting is discussed as further work,Reflect across accumulated evidence,✅ — see capability matrix definition and cited sections,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,LongMemEval and LoCoMo; configurations include GPT-OSS memory models and different answerers.,Reported results from other memory systems plus internal configurations; not all are controlled reruns.,QA/judge performance and memory retrieval analyses.,"Separate world facts, experiences, opinions and observations. TEMPR combines semantic, keyword, graph and temporal evidence; CARA uses reflection to update belief-like opinions and produce conditioned responses.",Combine factual and experiential recall with belief-aware reflection,Provides richer memory semantics than undifferentiated stored text. Opinion confidence and evidential reflection already weaken the claim that memory systems treat every item as equally trustworthy.,"Future directions include learned joint control, forgetting/privacy and richer revision.","Heuristic confidence reinforcement is not calibrated probability. The inspected evaluation contains an unresolved retrieval-budget placeholder and mixed external baseline reports, limiting reproducibility and leaderboard interpretation.",Multiple API/local model options; no single verified matched all-system cost total.,Paper-linked public code/project URL; license and reproducibility not audited,Combine factual and experiential recall with belief-aware reflection,Confidence updates are not demonstrated calibrated probabilities,deep primary read,S3–S6 architecture; S7 experimental settings; S9 future directions; Appendix A confidence rules.,v1 (2025-12-14),
2512.13564,Memory in the Age of AI Agents,"Hu, Yuyang; Liu, Shichun; Yue, Yanwei; Zhang, Guibin; Liu, Boyang; Zhu, Fangyi; Lin, Jiahang; Guo, Honglin; Dou, Shihan; Xi, Zhiheng; Jin, Senjie; Tan, Jiejun; Yin, Yanbin; Liu, Jiongnan; Zhang, Zeyu; Sun, Zhongxiang; Zhu, Yutao; Sun, Hao; Peng, Boci; Cheng, Zhenrong; Fan, Xuanbo; Guo, Jiaxin; Yu, Xinlei; Zhou, Zhenhong; Hu, Zewen; Huo, Jiahao; Wang, Junhao; Niu, Yuwei; Wang, Yu; Yin, Zhenfei; Hu, Xiaobin; Liao, Yue; Li, Qiankun; Wang, Kun; Zhou, Wangchunshu; Liu, Yixin; Cheng, Dawei; Zhang, Qi; Gui, Tao; Pan, Shirui; Zhang, Yan; Torr, Philip; Dou, Zhicheng; Wen, Ji-Rong; Huang, Xuanjing; Jiang, Yu-Gang; Yan, Shuicheng",2025,arXiv preprint; no publication venue independently verified,2025-12-15,https://arxiv.org/abs/2512.13564v2,,"Organize forms, functions and dynamics of agent memory",NR — not established in this review; not evidence of absence,Broad survey taxonomy,Primary-paper discovery map,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Primary-paper discovery map,"Organize forms, functions and dynamics of agent memory","Screening conclusion: Organize forms, functions and dynamics of agent memory. Quantitative results not independently extracted.",NR — not established in this review; not evidence of absence,Novelty must be checked beyond survey coverage dates,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,"Organize forms, functions and dynamics of agent memory",Novelty must be checked beyond survey coverage dates,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v2 (2026-01-13),
2601.01885,Agentic Memory: Learning Unified Long-Term and Short-Term Memory Management for Large Language Model Agents,"Yu, Yi; Yao, Liuyi; Xie, Yuexiang; Tan, Qingquan; Feng, Jiaqi; Li, Yaliang; Wu, Libing",2026,ACL 2026 SAC Highlight; independently indexed,2026-01-05,https://arxiv.org/abs/2601.01885v3,https://github.com/y1y5/AgeMem,Learn unified long-term and short-term memory control,ADD,Persistent store and active context,RETRIEVE,UPDATE,NR — not established in this review; not evidence of absence,DELETE can remove entries; epistemic semantics not guaranteed,DELETE and FILTER,SUMMARY of active context,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"ALFWorld, ScienceWorld, PDDL, BabyAI and HotpotQA; HotpotQA-based training curriculum.",Memory and context-management agents compared under Qwen2.5-7B and Qwen3-4B settings.,"Task success/accuracy, context and memory rewards, operation behavior.","One policy controls persistent memory and active context using ADD, UPDATE, DELETE, RETRIEVE, SUMMARY and FILTER. A three-phase RL curriculum trains long-term construction, short-term management and joint use. Terminal task/context/memory rewards are propagated to decisions.",Learn unified long-term and short-term memory control,Unified learned lifecycle control already exists. Reported mean scores 41.96 and 54.31 exceed strongest compared baselines by 4.82 and 8.57 points in the respective backbone settings.,Persistent real-user/lifelong deployment remains a future evaluation setting.,Optimizing terminal task success can reward harmful memory shortcuts not exposed by the task. CRUD plus summarization is not a demonstrated safe supersession/rollback policy.,RL fine-tuning of 4B/7B models; exact total GPU-hours not established in this extraction. Treat reproduction as heavier than API baselines.,Paper-linked public code/project URL; license and reproducibility not audited,Learn unified long-term and short-term memory control,Evaluation does not establish lifelong production-user reliability,deep primary read,S3 state/actions/rewards and curriculum; S4 results/ablations; limitations/discussion. ACL 2026 publication is independently indexed.,v3 (2026-07-23),https://aclanthology.org/2026.acl-long.981/
2602.03224,TAME: A Trustworthy Test-Time Evolution of Agent Memory with Systematic Benchmarking,"Cheng, Yu; Hu, Yongkang; Zhou, Jiuan; Zhang, Yushuo; Chen, Yihang; Zhou, Huichi; Chen, Mingang; Zhang, Zhizhong; Shao, Kun; Xie, Yuan; Yin, Zhaoxia",2026,arXiv preprint; no publication venue independently verified,2026-02-03,https://arxiv.org/abs/2602.03224v2,,Evaluate trustworthy test-time memory evolution,NR — not established in this review; not evidence of absence,Evolving agent memory,Trust-oriented evolution and benchmark,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,TAME: Trustworthy test-time memory evolution benchmark,NR — not established in this review; not evidence of absence,Reported trust/task metrics; exact definitions NR here,Trust-oriented evolution and benchmark,Evaluate trustworthy test-time memory evolution,Screening conclusion: Evaluate trustworthy test-time memory evolution. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Screened; exact operation-level mechanisms require further inspection,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Evaluate trustworthy test-time memory evolution,Screened; exact operation-level mechanisms require further inspection,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v2 (2026-06-06),
2602.06025,Learning Query-Aware Budget-Tier Routing for Runtime Agent Memory,"Zhang, Haozhen; Yue, Haodong; Feng, Tao; Long, Quanyu; Bao, Jianzhu; Jin, Bowen; Zhang, Weizhi; Li, Xiao; You, Jiaxuan; Qin, Chengwei; Wang, Wenya",2026,Author-reported status: Accepted by ICML 2026. Code is available at this https URL,2026-02-05,https://arxiv.org/abs/2602.06025v3,https://github.com/ViktorAxelsen/BudgetMem,Learn query-aware memory budget routing,NR — not established in this review; not evidence of absence,Budget tiers,Learned cost-sensitive routing,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Learned cost-sensitive routing,Learn query-aware memory budget routing,Screening conclusion: Learn query-aware memory budget routing. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Budget selection is not yet proof of validity-aware refresh,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Learn query-aware memory budget routing,Budget selection is not yet proof of validity-aware refresh,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v3 (2026-05-27),
2602.16313,MemoryArena: Benchmarking Agent Memory in Interdependent Multi-Session Agentic Tasks,"He, Zexue; Wang, Yu; Zhi, Churan; Hu, Yuanzhe; Chen, Tzu-Ping; Yin, Lang; Chen, Ze; Wu, Tong Arthur; Ouyang, Siru; Wang, Zihan; Pei, Jiaxin; McAuley, Julian; Choi, Yejin; Pentland, Alex",2026,arXiv preprint; no publication venue independently verified,2026-02-18,https://arxiv.org/abs/2602.16313v1,,Test memory in interdependent multi-session agent tasks,NR — not established in this review; not evidence of absence,Task histories across sessions,Five interactive task domains,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"MemoryArena: Five domains: shopping, travel, progressive retrieval, mathematics, physics; interdependent multi-session subtasks",NR — not established in this review; not evidence of absence,"Success, partial/task progress and latency; S3/S4.2/S4.5",Five interactive task domains,Test memory in interdependent multi-session agent tasks,Screening conclusion: Test memory in interdependent multi-session agent tasks. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,"Measures behavior, not only post-hoc recall",NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Test memory in interdependent multi-session agent tasks,"Measures behavior, not only post-hoc recall",targeted primary inspection,"S3 memory-action-environment loops; S4.2 metrics and S4.5 latency. Interdependent agent tasks, not merely conversation recall.",v1 (2026-02-18),
2602.17913,From Lossy to Verified: A Provenance-Aware Tiered Memory for Agents,"Zhu, Qiming; Chen, Shunian; Yu, Rui; Wu, Zhehao; Wang, Benyou",2026,arXiv preprint; no publication venue independently verified,2026-02-20,https://arxiv.org/abs/2602.17913v1,,Escalate from compact summaries to source-backed evidence,NR — not established in this review; not evidence of absence,Summary tiers and immutable raw archive,SFT/GRPO Answer-or-Escalate controller,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,SFT/GRPO Answer-or-Escalate controller,Escalate from compact summaries to source-backed evidence,Screening conclusion: Escalate from compact summaries to source-backed evidence. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Raw archive remains outside the small active context budget,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Escalate from compact summaries to source-backed evidence,Raw archive remains outside the small active context budget,targeted primary inspection,"S2 immutable archive and provenance; S4 fixed answerer, online writeback disabled; S5 escalation/quality-cost; replay of same questions is not unseen lifelong learning.",v1 (2026-02-20),
2603.15658,Did You Check the Right Pocket? Cost-Sensitive Store Routing for Memory-Augmented Agents,"Gaikwad, Madhava",2026,Author-reported status: accepted in ICLR 2026 Workshop on Memory for LLM-Based Agentic Systems,2026-03-08,https://arxiv.org/abs/2603.15658v1,,Study cost-sensitive selection among memory stores,NR — not established in this review; not evidence of absence,"STM, summary, long-term and episodic stores",Heuristic policies and oracle routing,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Heuristic policies and oracle routing,Study cost-sensitive selection among memory stores,Screening conclusion: Study cost-sensitive selection among memory stores. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Synthetic store labels and full-store concatenation limit realism,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Study cost-sensitive selection among memory stores,Synthetic store labels and full-store concatenation limit realism,targeted primary inspection,S3 four-store routing and synthetic labels; S4 policies; S5 150 questions/full-store concatenation; S7 limitations.,v1 (2026-03-08),
