schema_version,annotator_id,case_id,checkpoint,evidence_json,claims_json,tasks_json,belief_states_json,relations_json,support_sets_json,affected_beliefs_json,preserved_beliefs_json,historical_valid_beliefs_json,ambiguous_relationships_json,notes
1.0,B,H2BC73BDA,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Calibration certificate K certifies a sensor batch’s zero point.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The two laboratories applied calibration certificate K to their measurements. The acceptance procedure requires a valid calibration certificate and a passing measurement.""}]","[{""claim_id"": ""B1"", ""text"": ""Batch packaging color is blue.""}, {""claim_id"": ""B2"", ""text"": ""The two measurements are independent with respect to calibration error.""}, {""claim_id"": ""B3"", ""text"": ""The measured batch passes production acceptance.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H5F724AF8,t0,"[{""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The signed meeting record schedules session X at 09:00 UTC on date d.""}, {""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""The user’s display-zone preference is UTC.""}]","[{""claim_id"": ""B1"", ""text"": ""Display session X as 09:00 in the user’s preferred zone.""}, {""claim_id"": ""B2"", ""text"": ""Meeting room is virtual V5.""}, {""claim_id"": ""B3"", ""text"": ""Session X occurs at 09:00 UTC.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H09D1A458,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Staging configuration enables CSV export.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The production configuration has CSV export enabled.""}]","[{""claim_id"": ""B1"", ""text"": ""CSV export is allowed in production.""}, {""claim_id"": ""B2"", ""text"": ""CSV export is allowed in staging.""}, {""claim_id"": ""B3"", ""text"": ""CSV delimiter is comma.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H42284EF3,t0,"[{""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""I'm currently on the intercity train and will be in transit for another three hours.""}, {""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""User instructions: arrange live calls when I am stationary and have said I am available. The scheduled background export may run while I am travelling.""}]","[{""claim_id"": ""B1"", ""text"": ""The scheduled background export may proceed.""}, {""claim_id"": ""B2"", ""text"": ""The export format is CSV.""}, {""claim_id"": ""B3"", ""text"": ""A live call should be deferred because the user is still in transit.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H68D20F9C,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Canonical test report certifies the release.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""Dashboards D1 and D2 reproduce the canonical test report. Their publishers report no additional test runs.""}]","[{""claim_id"": ""B1"", ""text"": ""D1 and D2 count as two independent confirmations.""}, {""claim_id"": ""B2"", ""text"": ""Release owner is Team Birch.""}, {""claim_id"": ""B3"", ""text"": ""The release has valid certification.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H59BA169F,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Contract v1 accepts output in JSON format.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The archive records delivery D0 as accepted under contract v1 before the amendments.""}]","[{""claim_id"": ""B1"", ""text"": ""Project code is Redwood.""}, {""claim_id"": ""B2"", ""text"": ""D0 was validly accepted under v1.""}, {""claim_id"": ""B3"", ""text"": ""A new JSON-only delivery satisfies the current contract.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,HA19C502F,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Internal fictional policy permits automated purchases up to 100 units.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""A signed exception authorizes request Q for 150 units regardless of the routine purchase limit.""}]","[{""claim_id"": ""B1"", ""text"": ""The accounting period label is P3.""}, {""claim_id"": ""B2"", ""text"": ""Request Q for 150 units is authorized.""}, {""claim_id"": ""B3"", ""text"": ""An unrelated routine request for 80 units is authorized.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H6E0366AF,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""A small exploratory experiment suggests material X improves durability; it is not a qualification test.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""A second article cites the exploratory experiment. Its methods section reports no new data collection.""}]","[{""claim_id"": ""B1"", ""text"": ""The manufacturing line uses fixture F2.""}, {""claim_id"": ""B2"", ""text"": ""The two articles provide independent experimental confirmations.""}, {""claim_id"": ""B3"", ""text"": ""Material X is conclusively qualified for production.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,HAC76D0FA,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""I’ll have to head out a bit earlier than usual on Sunday because I’m helping coordinate the choir practice at the parish before the morning service begins.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The person opted in to choir scheduling messages. The communication record contains no subsequent cancellation at this time.""}]","[{""claim_id"": ""B1"", ""text"": ""The choir rehearsal room is Room 4.""}, {""claim_id"": ""B2"", ""text"": ""The person no longer wants choir scheduling messages.""}, {""claim_id"": ""B3"", ""text"": ""Continue the opted-in choir scheduling messages.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H414B9F98,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Canonical configuration sets worker count to 4.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The cached summary reports worker count 4 and identifies the canonical configuration as its source.""}]","[{""claim_id"": ""B1"", ""text"": ""Current worker count is 4.""}, {""claim_id"": ""B2"", ""text"": ""The summary independently confirms worker count.""}, {""claim_id"": ""B3"", ""text"": ""Log retention is 7 days.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H7239E486,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""I usually see my friends twice a week, so I keep those nights open for them.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""A Sunday daytime lunch with friends is scheduled each week.""}]","[{""claim_id"": ""B1"", ""text"": ""Keep Sunday daytime lunch on the calendar.""}, {""claim_id"": ""B2"", ""text"": ""The lunch venue has step-free access.""}, {""claim_id"": ""B3"", ""text"": ""The person’s current routine includes fewer than two social meetings per week.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,HE5E84842,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Compatibility test certifies SDK 2 with runtime R1.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The SDK 2 security approval record is active.""}]","[{""claim_id"": ""B1"", ""text"": ""Documentation theme is dark.""}, {""claim_id"": ""B2"", ""text"": ""Deploy SDK 2 on R1.""}, {""claim_id"": ""B3"", ""text"": ""Security approval remains recorded as passed.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H18D5C97F,t0,"[{""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""These days, I'm taking the regional shuttle whenever I need to get into the hub.""}, {""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""The monthly client-visit booking includes a regional-shuttle journey.""}, {""record_id"": ""P1@0"", ""source_id"": ""P1"", ""observed_at"": ""t0"", ""text"": ""In the initial message, “the hub” refers to the daily office destination.""}]","[{""claim_id"": ""B1"", ""text"": ""Budget regional-shuttle time for the daily office commute.""}, {""claim_id"": ""B2"", ""text"": ""Keep the regional-shuttle booking for the monthly client visit.""}, {""claim_id"": ""B3"", ""text"": ""The client account code is R-12.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H47153EFF,t0,"[{""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""Credential K1 is active for service account S.""}, {""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""The permissions record grants service account S report-download access to R.""}]","[{""claim_id"": ""B1"", ""text"": ""S holds the report-download grant for R.""}, {""claim_id"": ""B2"", ""text"": ""R has retention class internal.""}, {""claim_id"": ""B3"", ""text"": ""K1 can download R.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,HE93F0825,t0,"[{""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""Signed capacity register permits 40 seats for Room R during interval t0–t2.""}, {""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""An undated informal note gives 60 seats. The building policy designates the signed capacity register as the authority for occupancy limits.""}]","[{""claim_id"": ""B1"", ""text"": ""Room R may currently seat 60 people.""}, {""claim_id"": ""B2"", ""text"": ""Room paint color is green.""}, {""claim_id"": ""B3"", ""text"": ""Room R may seat 40 people under the current register.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,HAABBE4F0,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Please ensure my records show Chicago, as that is where I am residing.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""The signed project kickoff booking names Chicago as the venue.""}, {""record_id"": ""P1@0"", ""source_id"": ""P1"", ""observed_at"": ""t0"", ""text"": ""Administrative policy: home-location records use permanent residence; event bookings use the signed venue contract.""}]","[{""claim_id"": ""B1"", ""text"": ""Hold the booked kickoff in Chicago.""}, {""claim_id"": ""B2"", ""text"": ""The project code is Atlas.""}, {""claim_id"": ""B3"", ""text"": ""Use Chicago as the organizer’s current home location.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,HC1C8B968,t0,"[{""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""I’ve honestly become so accustomed to the pace of life here in Portland that I can’t imagine navigating the rhythm of a different city anymore.""}, {""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""The current mailing certificate specifies Portland for the monthly parcel.""}]","[{""claim_id"": ""B1"", ""text"": ""The parcel contains a catalog, not a regulated shipment.""}, {""claim_id"": ""B2"", ""text"": ""The resident has permanently left Portland.""}, {""claim_id"": ""B3"", ""text"": ""Use the Portland mailing address for the contracted monthly parcel.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,HD6B6C259,t0,"[{""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""I've been staying in Seattle for the past few years, so that's where I'm located.""}, {""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Membership record: the employee holds an active national access pass, including access to the Seattle gym.""}, {""record_id"": ""P1@0"", ""source_id"": ""P1"", ""observed_at"": ""t0"", ""text"": ""Membership policy: the default home branch is assigned using the current permanent home city.""}]","[{""claim_id"": ""B1"", ""text"": ""The pass number is G-81.""}, {""claim_id"": ""B2"", ""text"": ""Use Seattle as the employee’s current home branch.""}, {""claim_id"": ""B3"", ""text"": ""The employee can still enter the Seattle gym using the national pass.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H74C05F68,t0,"[{""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""I really need to finish insulating the window seals this weekend because the coastal dampness settles into this room as soon as the late October frost hits.""}, {""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""Facilities log: humidity observations for this room were collected by facilities staff rather than transcribed from the resident’s account.""}]","[{""claim_id"": ""B1"", ""text"": ""The window frame ID is W-6.""}, {""claim_id"": ""B2"", ""text"": ""The resident’s current room no longer has the previously reported coastal dampness problem.""}, {""claim_id"": ""B3"", ""text"": ""Facilities humidity logs remain a valid evidence source.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
1.0,B,H7127E8DD,t0,"[{""record_id"": ""S1@0"", ""source_id"": ""S1"", ""observed_at"": ""t0"", ""text"": ""An engineer writes: the new parser should probably handle nested arrays, but I have not tested it.""}, {""record_id"": ""S2@0"", ""source_id"": ""S2"", ""observed_at"": ""t0"", ""text"": ""Release policy: an external nested-array support promise requires a passing test on the release build.""}]","[{""claim_id"": ""B1"", ""text"": ""Nested arrays are supported in the released parser.""}, {""claim_id"": ""B2"", ""text"": ""A passing test is required before an external support promise.""}, {""claim_id"": ""B3"", ""text"": ""Parser package name is Finch.""}]","{""current"": ""Assess each stored claim using only the evidence prefix provided; identify scope/time and missing information. A stored assertion is not certified true."", ""historical"": null, ""revision"": null, ""permitted_time_views"": [""current""]}",,,,,,,,
